flight_id;airport_id;airport_type
150900;42;arrival
150901;96;arrival
150903;82;arrival
150903;62;arrival
150906;36;arrival
150909;16;arrival
150910;32;arrival
150911;32;arrival
150914;50;arrival
150915;5;arrival
150916;38;arrival
150917;50;arrival
150920;50;arrival
150921;46;arrival
150923;41;arrival
150924;59;arrival
150925;73;arrival
150928;50;arrival
150931;93;arrival
150933;50;arrival
150934;50;arrival
150936;32;arrival
150939;93;arrival
150941;18;arrival
150942;17;arrival
150944;46;arrival
150945;80;arrival
150946;93;arrival
150947;49;arrival
150950;49;arrival
150952;30;arrival
150953;46;arrival
150955;83;arrival
150956;32;arrival
150957;73;arrival
150959;50;arrival
150961;30;arrival
150962;66;arrival
150963;50;arrival
150965;65;arrival
150973;23;arrival
150976;78;arrival
150980;36;arrival
150981;70;arrival
150982;23;arrival
150984;54;arrival
150985;50;arrival
150988;45;arrival
150989;65;arrival
150991;50;arrival
150994;61;arrival
150995;36;arrival
150996;49;arrival
150997;78;arrival
150998;45;arrival
150999;81;arrival
151000;84;arrival
151002;20;arrival
151003;84;arrival
151008;93;arrival
151009;73;arrival
151010;6;arrival
151011;36;arrival
151013;30;arrival
151016;50;arrival
151017;32;arrival
151018;19;arrival
151019;65;arrival
151023;80;arrival
151024;23;arrival
151025;72;arrival
151026;32;arrival
151031;50;arrival
151032;84;arrival
151035;66;arrival
151036;81;arrival
151040;50;arrival
151043;84;arrival
151044;93;arrival
151045;73;arrival
151047;65;arrival
151049;16;arrival
151050;32;arrival
151054;65;arrival
151055;54;arrival
151056;32;arrival
151057;93;arrival
151058;65;arrival
151059;54;arrival
151066;1;arrival
151067;46;arrival
151071;50;arrival
151072;73;arrival
151075;30;arrival
151077;30;arrival
151078;50;arrival
151079;50;arrival
151080;50;arrival
151081;14;arrival
151082;73;arrival
151083;31;arrival
151084;46;arrival
151085;73;arrival
151087;43;arrival
151088;50;arrival
151089;93;arrival
151090;43;arrival
151091;42;arrival
151092;50;arrival
151099;84;arrival
151100;50;arrival
151102;84;arrival
151103;38;arrival
151107;31;arrival
151108;36;arrival
151109;32;arrival
151110;40;arrival
151112;81;arrival
151114;38;arrival
151115;73;arrival
151119;65;arrival
151120;32;arrival
151122;38;arrival
151125;14;arrival
151126;32;arrival
151129;54;arrival
151131;32;arrival
151132;69;arrival
151136;80;arrival
151137;82;arrival
151137;62;arrival
151138;65;arrival
151140;46;arrival
151142;49;arrival
151144;32;arrival
151145;81;arrival
151146;82;arrival
151146;62;arrival
151147;42;arrival
151148;50;arrival
151151;30;arrival
151152;73;arrival
151153;50;arrival
151155;50;arrival
151159;84;arrival
151160;51;arrival
151162;32;arrival
151163;54;arrival
151164;49;arrival
151167;49;arrival
151168;49;arrival
151170;81;arrival
151171;41;arrival
151175;16;arrival
151176;50;arrival
151178;84;arrival
151179;79;arrival
151180;50;arrival
151184;66;arrival
151187;50;arrival
151188;50;arrival
151190;5;arrival
151191;38;arrival
151192;6;arrival
151194;49;arrival
151195;52;arrival
151199;57;arrival
151201;36;arrival
151203;49;arrival
151204;42;arrival
151206;72;arrival
151208;5;arrival
151209;21;arrival
151211;32;arrival
151213;32;arrival
151214;58;arrival
151217;84;arrival
151219;65;arrival
151221;70;arrival
151228;38;arrival
151229;36;arrival
151230;50;arrival
151231;34;arrival
151232;50;arrival
151234;43;arrival
151235;18;arrival
151237;65;arrival
151238;50;arrival
151240;32;arrival
151241;73;arrival
151242;38;arrival
151245;50;arrival
151248;61;arrival
151251;65;arrival
151252;79;arrival
151253;93;arrival
151254;32;arrival
151255;38;arrival
151256;36;arrival
151257;50;arrival
151259;50;arrival
151261;36;arrival
151264;21;arrival
151265;69;arrival
151269;93;arrival
151270;54;arrival
151272;84;arrival
151273;65;arrival
151275;65;arrival
151276;84;arrival
151277;78;arrival
151278;37;arrival
151279;81;arrival
151280;32;arrival
151281;30;arrival
151282;42;arrival
151285;93;arrival
151287;70;arrival
151288;6;arrival
151289;81;arrival
151290;84;arrival
151291;16;arrival
151292;30;arrival
151293;34;arrival
151296;50;arrival
151297;32;arrival
151300;93;arrival
151301;49;arrival
151302;84;arrival
151303;38;arrival
151304;73;arrival
151305;58;arrival
151307;40;arrival
151309;95;arrival
151313;36;arrival
151314;42;arrival
151316;45;arrival
151318;5;arrival
151319;96;arrival
151320;47;arrival
151321;5;arrival
151323;65;arrival
151325;18;arrival
151327;50;arrival
151328;81;arrival
151329;17;arrival
151330;70;arrival
151332;38;arrival
151333;73;arrival
151334;22;arrival
151335;38;arrival
151336;38;arrival
151338;65;arrival
151339;32;arrival
151340;32;arrival
151341;73;arrival
151343;65;arrival
151346;38;arrival
151349;65;arrival
151350;32;arrival
151351;84;arrival
151352;57;arrival
151356;34;arrival
151357;81;arrival
151358;20;arrival
151359;36;arrival
151360;30;arrival
151362;80;arrival
151363;23;arrival
151365;73;arrival
151366;65;arrival
151367;93;arrival
151368;65;arrival
151370;93;arrival
151372;13;arrival
151374;72;arrival
151375;32;arrival
151376;17;arrival
151379;30;arrival
151380;32;arrival
151381;82;arrival
151381;62;arrival
151383;66;arrival
151385;65;arrival
151386;32;arrival
151387;84;arrival
151388;6;arrival
151389;78;arrival
151392;50;arrival
151397;93;arrival
151399;73;arrival
151402;78;arrival
151403;6;arrival
151404;50;arrival
151405;50;arrival
151407;16;arrival
151409;93;arrival
151410;18;arrival
151411;36;arrival
151412;65;arrival
151415;38;arrival
151417;44;arrival
151418;83;arrival
151419;50;arrival
151421;50;arrival
151422;32;arrival
151423;57;arrival
151424;81;arrival
151425;32;arrival
151426;81;arrival
151431;38;arrival
151434;65;arrival
151436;93;arrival
151437;38;arrival
151438;30;arrival
151440;20;arrival
151443;54;arrival
151444;71;arrival
151446;50;arrival
151447;34;arrival
151448;32;arrival
151450;22;arrival
151451;30;arrival
151453;65;arrival
151454;34;arrival
151455;38;arrival
151458;65;arrival
151460;32;arrival
151461;82;arrival
151461;62;arrival
151463;38;arrival
151464;50;arrival
151465;32;arrival
151467;50;arrival
151468;42;arrival
151469;36;arrival
151470;32;arrival
151473;71;arrival
151474;50;arrival
151475;65;arrival
151476;32;arrival
151477;81;arrival
151479;36;arrival
151480;57;arrival
151481;93;arrival
151482;84;arrival
151483;54;arrival
151484;16;arrival
151485;73;arrival
151486;46;arrival
151487;84;arrival
151488;43;arrival
151489;38;arrival
151490;78;arrival
151493;30;arrival
151494;49;arrival
151496;34;arrival
151499;32;arrival
151500;20;arrival
151502;32;arrival
151503;93;arrival
151504;50;arrival
151505;82;arrival
151505;62;arrival
151506;16;arrival
151507;32;arrival
151508;70;arrival
151509;54;arrival
151511;50;arrival
151512;50;arrival
151513;23;arrival
151514;43;arrival
151515;32;arrival
151516;81;arrival
151517;16;arrival
151519;93;arrival
151522;32;arrival
151523;32;arrival
151525;38;arrival
151527;84;arrival
151528;65;arrival
151529;75;arrival
151531;34;arrival
151532;49;arrival
151533;50;arrival
151534;42;arrival
151535;32;arrival
151536;50;arrival
151537;65;arrival
151540;73;arrival
151541;36;arrival
151542;32;arrival
151545;93;arrival
151548;65;arrival
151553;50;arrival
151554;23;arrival
151556;42;arrival
151558;1;arrival
151559;59;arrival
151561;34;arrival
151563;54;arrival
151564;49;arrival
151565;50;arrival
151566;50;arrival
151568;50;arrival
151569;97;arrival
151570;73;arrival
151571;96;arrival
151572;54;arrival
151573;49;arrival
151575;47;arrival
151576;45;arrival
151578;50;arrival
151584;29;arrival
151585;73;arrival
151586;82;arrival
151586;62;arrival
151589;35;arrival
151590;93;arrival
151592;50;arrival
151594;54;arrival
151597;73;arrival
151598;90;arrival
151600;81;arrival
151602;50;arrival
151603;23;arrival
151604;50;arrival
151605;38;arrival
151606;81;arrival
151609;93;arrival
151610;42;arrival
151612;47;arrival
151614;50;arrival
151615;50;arrival
151617;32;arrival
151618;50;arrival
151620;91;arrival
151622;88;arrival
151626;13;arrival
151627;90;arrival
151628;10;arrival
151629;78;arrival
151632;32;arrival
151633;93;arrival
151634;32;arrival
151638;73;arrival
151639;73;arrival
151641;84;arrival
151642;65;arrival
151643;70;arrival
151645;32;arrival
151646;73;arrival
151647;51;arrival
151648;1;arrival
151649;34;arrival
151652;50;arrival
151654;49;arrival
151658;65;arrival
151659;93;arrival
151661;36;arrival
151662;49;arrival
151663;38;arrival
151667;84;arrival
151669;40;arrival
151670;17;arrival
151672;65;arrival
151673;73;arrival
151674;80;arrival
151675;50;arrival
151676;84;arrival
151679;73;arrival
151680;84;arrival
151682;50;arrival
151684;50;arrival
151685;84;arrival
151687;73;arrival
151689;93;arrival
151691;56;arrival
151693;84;arrival
151694;73;arrival
151696;38;arrival
151699;50;arrival
151702;84;arrival
151703;32;arrival
151706;57;arrival
151707;49;arrival
151711;50;arrival
151712;93;arrival
151717;50;arrival
151718;60;arrival
151721;30;arrival
151722;30;arrival
151723;17;arrival
151728;42;arrival
151730;65;arrival
151731;93;arrival
151732;65;arrival
151734;54;arrival
151736;34;arrival
151738;93;arrival
151739;93;arrival
151740;30;arrival
151742;36;arrival
151743;49;arrival
151744;93;arrival
151745;81;arrival
151747;93;arrival
151748;50;arrival
151749;17;arrival
151750;50;arrival
151754;82;arrival
151754;62;arrival
151756;78;arrival
151758;42;arrival
151759;47;arrival
151760;81;arrival
151761;73;arrival
151763;50;arrival
151765;36;arrival
151766;50;arrival
151768;32;arrival
151769;42;arrival
151771;50;arrival
151772;5;arrival
151775;13;arrival
151779;50;arrival
151781;42;arrival
151789;59;arrival
151790;93;arrival
151793;42;arrival
151795;45;arrival
151797;65;arrival
151800;34;arrival
151805;47;arrival
151806;31;arrival
151807;32;arrival
151808;57;arrival
151809;32;arrival
151810;32;arrival
151812;38;arrival
151813;47;arrival
151815;46;arrival
151816;34;arrival
151817;50;arrival
151819;84;arrival
151821;50;arrival
151822;58;arrival
151823;80;arrival
151824;65;arrival
151827;50;arrival
151828;41;arrival
151829;32;arrival
151830;50;arrival
151831;72;arrival
151833;50;arrival
151835;32;arrival
151837;41;arrival
151838;73;arrival
151839;5;arrival
151841;50;arrival
151845;43;arrival
151846;32;arrival
151847;50;arrival
151849;50;arrival
151850;30;arrival
151851;30;arrival
151853;26;arrival
151854;36;arrival
151856;38;arrival
151858;43;arrival
151860;56;arrival
151861;32;arrival
151863;35;arrival
151864;5;arrival
151865;50;arrival
151868;30;arrival
151869;54;arrival
151871;32;arrival
151874;6;arrival
151876;81;arrival
151877;54;arrival
151878;93;arrival
151879;46;arrival
151881;6;arrival
151887;32;arrival
151888;47;arrival
151897;73;arrival
151899;65;arrival
151902;16;arrival
151905;32;arrival
151907;42;arrival
151908;78;arrival
151909;50;arrival
151911;35;arrival
151913;54;arrival
151914;59;arrival
151916;73;arrival
151917;18;arrival
151919;32;arrival
151922;23;arrival
151924;6;arrival
151926;50;arrival
151930;38;arrival
151932;70;arrival
151933;50;arrival
151934;65;arrival
151937;84;arrival
151938;20;arrival
151939;38;arrival
151940;50;arrival
151941;57;arrival
151942;49;arrival
151943;65;arrival
151945;16;arrival
151947;30;arrival
151948;36;arrival
151955;65;arrival
151956;5;arrival
151958;73;arrival
151961;50;arrival
151962;42;arrival
151964;93;arrival
151965;73;arrival
151966;32;arrival
151967;59;arrival
151968;29;arrival
151970;80;arrival
151971;82;arrival
151971;62;arrival
151972;93;arrival
151973;84;arrival
151974;47;arrival
151975;32;arrival
151976;15;arrival
151977;22;arrival
151978;81;arrival
151979;81;arrival
151980;32;arrival
151981;84;arrival
151983;80;arrival
151984;23;arrival
151986;65;arrival
151987;93;arrival
151988;49;arrival
151989;36;arrival
151990;70;arrival
151992;80;arrival
151993;70;arrival
151994;84;arrival
151995;81;arrival
151996;70;arrival
151999;50;arrival
152001;65;arrival
152002;81;arrival
152004;84;arrival
152005;73;arrival
152006;54;arrival
152007;45;arrival
152010;82;arrival
152010;62;arrival
152015;30;arrival
152016;84;arrival
152017;30;arrival
152018;38;arrival
152020;81;arrival
152021;50;arrival
152025;50;arrival
152026;2;arrival
152027;50;arrival
152028;43;arrival
152030;81;arrival
152031;50;arrival
152032;36;arrival
152033;32;arrival
152037;93;arrival
152041;32;arrival
152042;58;arrival
152045;50;arrival
152047;54;arrival
152051;36;arrival
152052;72;arrival
152054;50;arrival
152057;84;arrival
152061;96;arrival
152063;32;arrival
152065;54;arrival
152067;42;arrival
152068;50;arrival
152070;32;arrival
152071;93;arrival
152072;93;arrival
152073;65;arrival
152076;42;arrival
152078;65;arrival
152079;54;arrival
152082;5;arrival
152083;30;arrival
152084;38;arrival
152086;49;arrival
152087;36;arrival
152091;50;arrival
152096;34;arrival
152102;17;arrival
152106;57;arrival
152107;38;arrival
152115;80;arrival
152116;32;arrival
152118;72;arrival
152119;36;arrival
152122;29;arrival
152123;54;arrival
152124;46;arrival
152125;20;arrival
152130;32;arrival
152132;38;arrival
152135;50;arrival
152138;49;arrival
152139;84;arrival
152140;65;arrival
152143;49;arrival
152144;46;arrival
152145;52;arrival
152147;20;arrival
152150;38;arrival
152151;79;arrival
152152;93;arrival
152153;50;arrival
152155;50;arrival
152157;32;arrival
152158;87;arrival
152160;30;arrival
152161;81;arrival
152164;93;arrival
152165;81;arrival
152169;82;arrival
152169;62;arrival
152170;42;arrival
152171;46;arrival
152172;73;arrival
152173;49;arrival
152175;50;arrival
152176;42;arrival
152177;93;arrival
152179;84;arrival
152181;15;arrival
152182;30;arrival
152183;50;arrival
152184;49;arrival
152187;82;arrival
152187;62;arrival
152188;6;arrival
152189;84;arrival
152191;30;arrival
152198;13;arrival
152200;80;arrival
152201;30;arrival
152202;70;arrival
152203;65;arrival
152204;38;arrival
152207;93;arrival
152208;36;arrival
152209;46;arrival
152212;36;arrival
152216;84;arrival
152218;57;arrival
152220;38;arrival
152223;84;arrival
152224;32;arrival
152225;59;arrival
152226;23;arrival
152227;82;arrival
152227;62;arrival
152229;65;arrival
152231;42;arrival
152232;54;arrival
152235;30;arrival
152238;50;arrival
152239;81;arrival
152240;50;arrival
152241;6;arrival
152243;61;arrival
152246;81;arrival
152248;56;arrival
152249;66;arrival
152252;72;arrival
152253;65;arrival
152254;21;arrival
152255;93;arrival
152256;73;arrival
152257;50;arrival
152258;50;arrival
152259;38;arrival
152260;50;arrival
152261;31;arrival
152263;84;arrival
152265;50;arrival
152266;50;arrival
152267;17;arrival
152269;50;arrival
152270;59;arrival
152273;36;arrival
152276;65;arrival
152277;93;arrival
152278;78;arrival
152279;58;arrival
152280;70;arrival
152282;49;arrival
152285;65;arrival
152286;50;arrival
152288;32;arrival
152294;79;arrival
152295;46;arrival
152296;81;arrival
152297;38;arrival
152299;23;arrival
152300;46;arrival
152301;81;arrival
152303;73;arrival
152305;73;arrival
152307;90;arrival
152308;32;arrival
152309;93;arrival
152312;96;arrival
152313;5;arrival
152314;81;arrival
152315;93;arrival
152317;66;arrival
152318;93;arrival
152320;16;arrival
152321;16;arrival
152324;84;arrival
152325;50;arrival
152331;32;arrival
152332;50;arrival
152336;65;arrival
152337;73;arrival
152338;81;arrival
152339;72;arrival
152340;36;arrival
152341;84;arrival
152342;93;arrival
152343;50;arrival
152346;96;arrival
152348;34;arrival
152351;50;arrival
152357;84;arrival
152359;73;arrival
152363;50;arrival
152364;82;arrival
152364;62;arrival
152368;49;arrival
152369;84;arrival
152371;65;arrival
152373;32;arrival
152374;23;arrival
152375;32;arrival
152377;47;arrival
152378;30;arrival
152379;13;arrival
152381;31;arrival
152382;23;arrival
152383;84;arrival
152385;34;arrival
152387;90;arrival
152388;36;arrival
152389;49;arrival
152392;65;arrival
152393;38;arrival
152394;36;arrival
152395;84;arrival
152396;81;arrival
152398;93;arrival
152402;93;arrival
152403;23;arrival
152412;73;arrival
152414;81;arrival
152415;93;arrival
152417;58;arrival
152419;17;arrival
152420;65;arrival
152422;50;arrival
152424;38;arrival
152425;32;arrival
152428;36;arrival
152429;54;arrival
152430;84;arrival
152433;79;arrival
152439;16;arrival
152440;81;arrival
152441;17;arrival
152443;50;arrival
152445;17;arrival
152446;81;arrival
152447;56;arrival
152448;18;arrival
152449;32;arrival
152451;50;arrival
152452;50;arrival
152453;50;arrival
152456;17;arrival
152460;18;arrival
152461;42;arrival
152463;36;arrival
152465;18;arrival
152466;46;arrival
152467;78;arrival
152470;65;arrival
152471;52;arrival
152472;50;arrival
152473;65;arrival
152474;47;arrival
152480;89;arrival
152482;82;arrival
152482;62;arrival
152484;18;arrival
152485;26;arrival
152486;93;arrival
152487;59;arrival
152488;1;arrival
152489;82;arrival
152489;62;arrival
152490;46;arrival
152496;32;arrival
152498;42;arrival
152499;50;arrival
152500;42;arrival
152501;58;arrival
152507;49;arrival
152509;65;arrival
152513;59;arrival
152514;50;arrival
152517;16;arrival
152520;30;arrival
152521;22;arrival
152522;38;arrival
152523;32;arrival
152525;50;arrival
152527;32;arrival
152530;65;arrival
152534;72;arrival
152535;50;arrival
152542;13;arrival
152543;50;arrival
152546;38;arrival
152548;43;arrival
152549;58;arrival
152550;50;arrival
152551;84;arrival
152552;93;arrival
152553;18;arrival
152554;3;arrival
152555;34;arrival
152558;20;arrival
152561;82;arrival
152561;62;arrival
152562;73;arrival
152566;35;arrival
152568;50;arrival
152572;50;arrival
152573;50;arrival
152575;93;arrival
152578;36;arrival
152580;30;arrival
152583;30;arrival
152585;50;arrival
152587;32;arrival
152591;30;arrival
152592;38;arrival
152594;36;arrival
152595;91;arrival
152597;46;arrival
152598;32;arrival
152599;36;arrival
152601;50;arrival
152602;36;arrival
152603;65;arrival
152604;34;arrival
152606;32;arrival
152609;50;arrival
152610;70;arrival
152611;93;arrival
152612;32;arrival
152613;32;arrival
152615;50;arrival
152618;81;arrival
152619;30;arrival
152620;82;arrival
152620;62;arrival
152624;36;arrival
152625;73;arrival
152627;36;arrival
152629;73;arrival
152630;65;arrival
152631;47;arrival
152632;42;arrival
152634;32;arrival
152635;65;arrival
152638;49;arrival
152639;50;arrival
152642;3;arrival
152645;56;arrival
152646;73;arrival
152649;84;arrival
152652;32;arrival
152654;65;arrival
152655;30;arrival
152657;30;arrival
152658;31;arrival
152659;81;arrival
152660;67;arrival
152662;36;arrival
152663;46;arrival
152664;36;arrival
152665;80;arrival
152667;32;arrival
152669;93;arrival
152670;57;arrival
152671;45;arrival
152675;84;arrival
152677;14;arrival
152678;14;arrival
152681;50;arrival
152682;41;arrival
152686;49;arrival
152688;34;arrival
152689;42;arrival
152691;6;arrival
152693;50;arrival
152695;17;arrival
152697;42;arrival
152698;1;arrival
152699;32;arrival
152703;36;arrival
152705;38;arrival
152708;5;arrival
152713;93;arrival
152714;50;arrival
152716;42;arrival
152717;17;arrival
152718;88;arrival
152719;75;arrival
152720;18;arrival
152721;49;arrival
152723;96;arrival
152724;23;arrival
152726;49;arrival
152727;29;arrival
152731;21;arrival
152732;17;arrival
152734;73;arrival
152735;84;arrival
152736;38;arrival
152741;84;arrival
152743;93;arrival
152748;70;arrival
152749;38;arrival
152750;29;arrival
152751;18;arrival
152753;84;arrival
152756;58;arrival
152762;32;arrival
152763;32;arrival
152771;42;arrival
152772;30;arrival
152773;46;arrival
152775;42;arrival
152776;49;arrival
152777;32;arrival
152778;42;arrival
152781;31;arrival
152782;50;arrival
152784;32;arrival
152787;69;arrival
152789;38;arrival
152792;86;arrival
152794;93;arrival
152796;50;arrival
152797;18;arrival
152798;42;arrival
152802;91;arrival
152804;65;arrival
152807;59;arrival
152809;42;arrival
152811;96;arrival
152812;30;arrival
152815;11;arrival
152816;93;arrival
152817;59;arrival
152818;65;arrival
152820;50;arrival
152821;84;arrival
152823;17;arrival
152825;84;arrival
152832;73;arrival
152834;31;arrival
152836;96;arrival
152838;73;arrival
152840;28;arrival
152841;42;arrival
152842;50;arrival
152843;38;arrival
152846;83;arrival
152848;11;arrival
152850;93;arrival
152851;65;arrival
152852;59;arrival
152853;36;arrival
152854;50;arrival
152856;93;arrival
152858;71;arrival
152861;73;arrival
152863;36;arrival
152865;82;arrival
152865;62;arrival
152867;23;arrival
152868;32;arrival
152869;36;arrival
152873;30;arrival
152874;42;arrival
152875;84;arrival
152878;81;arrival
152881;32;arrival
152882;84;arrival
152884;49;arrival
152885;65;arrival
152886;17;arrival
152887;73;arrival
152888;50;arrival
152890;70;arrival
152891;50;arrival
152892;42;arrival
152893;32;arrival
152896;46;arrival
152899;81;arrival
152900;82;arrival
152900;62;arrival
152904;73;arrival
152905;38;arrival
152907;93;arrival
152908;70;arrival
152909;73;arrival
152914;32;arrival
152915;82;arrival
152915;62;arrival
152916;2;arrival
152918;81;arrival
152919;81;arrival
152921;23;arrival
152925;90;arrival
152927;50;arrival
152928;79;arrival
152929;21;arrival
152931;49;arrival
152935;84;arrival
152936;93;arrival
152938;32;arrival
152939;52;arrival
152940;79;arrival
152941;78;arrival
152942;93;arrival
152943;46;arrival
152944;79;arrival
152945;84;arrival
152946;47;arrival
152948;93;arrival
152950;50;arrival
152951;1;arrival
152952;84;arrival
152953;22;arrival
152954;50;arrival
152956;56;arrival
152957;2;arrival
152959;50;arrival
152960;91;arrival
152963;50;arrival
152964;21;arrival
152967;47;arrival
152968;38;arrival
152969;65;arrival
152970;81;arrival
152973;81;arrival
152976;32;arrival
152977;3;arrival
152978;65;arrival
152980;50;arrival
152981;42;arrival
152984;84;arrival
152985;90;arrival
152986;81;arrival
152987;50;arrival
152988;36;arrival
152990;54;arrival
152992;93;arrival
152994;30;arrival
152995;59;arrival
152997;70;arrival
152999;49;arrival
153000;28;arrival
153001;6;arrival
153006;47;arrival
153010;50;arrival
153011;59;arrival
153012;32;arrival
153013;50;arrival
153014;46;arrival
153018;32;arrival
153019;36;arrival
153021;79;arrival
153022;50;arrival
153023;46;arrival
153024;16;arrival
153026;52;arrival
153028;42;arrival
153030;1;arrival
153032;15;arrival
153033;70;arrival
153034;70;arrival
153035;73;arrival
153036;72;arrival
153037;32;arrival
153039;17;arrival
153040;93;arrival
153042;32;arrival
153043;16;arrival
153044;65;arrival
153045;81;arrival
153046;38;arrival
153047;73;arrival
153053;54;arrival
153054;46;arrival
153055;93;arrival
153059;78;arrival
153060;50;arrival
153066;58;arrival
153068;73;arrival
153070;73;arrival
153072;59;arrival
153074;50;arrival
153075;65;arrival
153076;32;arrival
153077;93;arrival
153078;36;arrival
153079;30;arrival
153080;50;arrival
153085;59;arrival
153086;5;arrival
153087;36;arrival
153089;45;arrival
153094;61;arrival
153095;73;arrival
153096;88;arrival
153098;93;arrival
153099;50;arrival
153100;90;arrival
153103;30;arrival
153107;93;arrival
153109;36;arrival
153111;36;arrival
153113;70;arrival
153114;46;arrival
153116;49;arrival
153121;50;arrival
153122;51;arrival
153123;50;arrival
153128;32;arrival
153129;73;arrival
153131;36;arrival
153132;30;arrival
153133;6;arrival
153135;36;arrival
153136;78;arrival
153137;23;arrival
153139;42;arrival
153141;42;arrival
153142;49;arrival
153146;47;arrival
153147;70;arrival
153149;73;arrival
153151;80;arrival
153152;42;arrival
153156;14;arrival
153158;13;arrival
153159;50;arrival
153160;50;arrival
153161;54;arrival
153162;81;arrival
153164;14;arrival
153167;32;arrival
153168;41;arrival
153169;54;arrival
153171;23;arrival
153172;57;arrival
153173;73;arrival
153176;34;arrival
153177;49;arrival
153179;36;arrival
153180;50;arrival
153181;12;arrival
153182;38;arrival
153183;36;arrival
153185;42;arrival
153186;95;arrival
153187;38;arrival
153189;50;arrival
153190;38;arrival
153191;93;arrival
153192;32;arrival
153195;56;arrival
153196;54;arrival
153197;42;arrival
153200;49;arrival
153202;30;arrival
153203;50;arrival
153205;70;arrival
153208;84;arrival
153209;40;arrival
153210;80;arrival
153212;73;arrival
153213;29;arrival
153214;42;arrival
153216;65;arrival
153218;65;arrival
153225;36;arrival
153226;5;arrival
153227;38;arrival
153228;30;arrival
153229;6;arrival
153231;90;arrival
153232;42;arrival
153237;93;arrival
153240;57;arrival
153242;84;arrival
153245;32;arrival
153246;6;arrival
153247;50;arrival
153250;79;arrival
153251;30;arrival
153253;49;arrival
153254;93;arrival
153255;65;arrival
153257;40;arrival
153258;42;arrival
153259;65;arrival
153261;50;arrival
153262;90;arrival
153264;12;arrival
153265;73;arrival
153267;47;arrival
153268;50;arrival
153269;37;arrival
153270;70;arrival
153271;81;arrival
153272;81;arrival
153273;32;arrival
153274;65;arrival
153275;84;arrival
153276;72;arrival
153278;32;arrival
153283;32;arrival
153285;38;arrival
153287;82;arrival
153287;62;arrival
153290;61;arrival
153292;49;arrival
153293;70;arrival
153294;32;arrival
153295;13;arrival
153297;84;arrival
153300;83;arrival
153302;88;arrival
153310;46;arrival
153312;38;arrival
153315;81;arrival
153316;50;arrival
153319;93;arrival
153321;50;arrival
153322;73;arrival
153324;50;arrival
153325;84;arrival
153329;50;arrival
153330;23;arrival
153331;36;arrival
153336;6;arrival
153337;46;arrival
153338;82;arrival
153338;62;arrival
153341;81;arrival
153344;90;arrival
153345;42;arrival
153346;32;arrival
153348;81;arrival
153352;36;arrival
153353;50;arrival
153354;36;arrival
153358;32;arrival
153359;32;arrival
153363;37;arrival
153365;13;arrival
153366;42;arrival
153367;51;arrival
153368;84;arrival
153369;43;arrival
153371;93;arrival
153372;34;arrival
153375;49;arrival
153377;65;arrival
153378;82;arrival
153378;62;arrival
153379;38;arrival
153380;50;arrival
153381;30;arrival
153382;70;arrival
153383;42;arrival
153384;30;arrival
153385;65;arrival
153386;30;arrival
153387;16;arrival
153394;54;arrival
153395;2;arrival
153399;38;arrival
153400;73;arrival
153405;17;arrival
153406;29;arrival
153409;50;arrival
153411;49;arrival
153412;81;arrival
153414;61;arrival
153417;84;arrival
153418;93;arrival
153420;73;arrival
153421;43;arrival
153422;93;arrival
153427;73;arrival
153429;73;arrival
153430;65;arrival
153431;72;arrival
153432;38;arrival
153434;50;arrival
153435;84;arrival
153436;46;arrival
153439;38;arrival
153441;42;arrival
153443;40;arrival
153444;5;arrival
153445;75;arrival
153446;1;arrival
153447;2;arrival
153449;23;arrival
153451;81;arrival
153452;32;arrival
153453;36;arrival
153455;80;arrival
153456;47;arrival
153457;20;arrival
153458;73;arrival
153460;50;arrival
153462;65;arrival
153465;50;arrival
153466;38;arrival
153467;32;arrival
153468;30;arrival
153469;82;arrival
153469;62;arrival
153470;36;arrival
153472;36;arrival
153473;32;arrival
153474;38;arrival
153475;32;arrival
153476;50;arrival
153477;5;arrival
153478;54;arrival
153479;50;arrival
153480;38;arrival
153482;32;arrival
153483;50;arrival
153484;34;arrival
153485;50;arrival
153486;45;arrival
153487;67;arrival
153489;46;arrival
153490;73;arrival
153491;36;arrival
153492;50;arrival
153496;32;arrival
153497;65;arrival
153498;37;arrival
153500;73;arrival
153503;50;arrival
153504;32;arrival
153508;70;arrival
153510;73;arrival
153514;78;arrival
153515;65;arrival
153517;70;arrival
153518;34;arrival
153523;36;arrival
153524;79;arrival
153526;37;arrival
153528;32;arrival
153529;32;arrival
153530;38;arrival
153532;32;arrival
153535;34;arrival
153536;2;arrival
153541;65;arrival
153542;73;arrival
153543;93;arrival
153545;54;arrival
153546;36;arrival
153547;84;arrival
153548;36;arrival
153551;14;arrival
153552;82;arrival
153552;62;arrival
153553;93;arrival
153554;50;arrival
153556;65;arrival
153557;82;arrival
153557;62;arrival
153558;50;arrival
153560;50;arrival
153565;18;arrival
153566;36;arrival
153567;49;arrival
153568;42;arrival
153570;17;arrival
153571;50;arrival
153574;96;arrival
153575;54;arrival
153576;42;arrival
153579;50;arrival
153580;40;arrival
153581;49;arrival
153582;38;arrival
153583;65;arrival
153584;17;arrival
153585;32;arrival
153586;30;arrival
153590;81;arrival
153591;46;arrival
153592;49;arrival
153593;36;arrival
153596;43;arrival
153598;50;arrival
153600;32;arrival
153601;17;arrival
153604;34;arrival
153605;84;arrival
153607;50;arrival
153609;50;arrival
153610;50;arrival
153613;50;arrival
153615;81;arrival
